Id,Title,Method,Target,Operator,Expected,ExpectedData,ExpectedJson,TargetsJson,ValueType,SourceType,RegOption,CheckType,ManualReason
38.17,Ensure 'Enable Public Network Firewall: Allow Local Policy Merge' is set to 'False',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\AllowLocalPolicyMerge,Equals,0,0,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile"",""Name"":""AllowLocalPolicyMerge"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.18,Ensure 'Enable Public Network Firewall: Default Inbound Action for Public Profile' is set to 'Block',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\DefaultInboundAction,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile"",""Name"":""DefaultInboundAction"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.19,Ensure 'Enable Public Network Firewall: Disable Inbound Notifications' is set to 'True',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\DisableNotifications,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile"",""Name"":""DisableNotifications"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.20,Ensure 'Enable Public Network Firewall: Enable Log Dropped Packets' is set to 'Yes: Enable Logging Of Dropped Packets',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\Logging\LogDroppedPackets,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile\\Logging"",""Name"":""LogDroppedPackets"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.21,Ensure 'Enable Public Network Firewall: Enable Log Success Connections' is set to 'Enable Logging Of Successful Connections',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\Logging\LogSuccessfulConnections,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile\\Logging"",""Name"":""LogSuccessfulConnections"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.22,Ensure 'Enable Public Network Firewall: Log File Path' is set to '%SystemRoot%\System32\logfiles\firewall\publicfw.log',Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\Logging\LogFilePath,Equals,%SystemRoot%\System32\logfiles\firewall\publicfw.log,%SystemRoot%\System32\logfiles\firewall\publicfw.log,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile\\Logging"",""Name"":""LogFilePath"",""Operator"":""Equals"",""Expected"":""%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log"",""ExpectedData"":""%SystemRoot%\\System32\\logfiles\\firewall\\publicfw.log"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
38.23,"Ensure 'Enable Public Network Firewall: Log Max File Size' is set to '16,384 KB or greater'",Registry,HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\Mdm\PublicProfile\Logging\LogFileSize,Range,[16384..MAX],,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\Mdm\\PublicProfile\\Logging"",""Name"":""LogFileSize"",""Operator"":""Range"",""Expected"":""[16384..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
46.1,Ensure 'Enable insecure guest logons' is set to 'Disabled',Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation\AllowInsecureGuestAuth,Equals,0,0,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows\\LanmanWorkstation"",""Name"":""AllowInsecureGuestAuth"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.1,Ensure 'Accounts: Enable Guest account status' is set to 'Disabled',LocalAccount,GUEST_ACCOUNT,Disabled,Disabled,,,,POLICY_SET,CHECK_ACCOUNT,,,
49.2,Ensure 'Accounts: Limit local account use of blank passwords to console logon only' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Control\Lsa\LimitBlankPasswordUse,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa"",""Name"":""LimitBlankPasswordUse"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.3,Configure 'Accounts: Rename administrator account',LocalAccount,ADMINISTRATOR_ACCOUNT,NotRegex,\b[Aa]dmin(istrator)?,\b[Aa]dmin(istrator)?,,,POLICY_TEXT,CHECK_ACCOUNT,,CHECK_NOT_REGEX,
49.4,Configure 'Accounts: Rename guest account',LocalAccount,GUEST_ACCOUNT,NotEqual,Guest,Guest,,,POLICY_TEXT,CHECK_ACCOUNT,,CHECK_NOT_EQUAL,
49.6,Ensure 'Interactive logon: Do not display last signed-in' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\DontDisplayLastUserName,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""DontDisplayLastUserName"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.7,Ensure 'Interactive logon: Do not require CTRL+ALT+DEL' is set to 'Disabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\DisableCAD,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""DisableCAD"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.8,"Ensure 'Interactive logon: Machine inactivity limit' is set to '900 or fewer second(s), but not 0'",Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\InactivityTimeoutSecs,Range,[1..900],,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""InactivityTimeoutSecs"",""Operator"":""Range"",""Expected"":""[1..900]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.9,Configure 'Interactive logon: Message text for users attempting to log on',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\LegalNoticeText,Equals,All activities performed on this system will be monitored.,All activities performed on this system will be monitored.,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""LegalNoticeText"",""Operator"":""Equals"",""Expected"":""All activities performed on this system will be monitored."",""ExpectedData"":""All activities performed on this system will be monitored."",""RegOption"":""""}]",POLICY_TEXT,BANNER_CHECK,,,
49.10,Configure 'Interactive logon: Message title for users attempting to log on',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\LegalNoticeCaption,Equals,Notice and Consent Banner,Notice and Consent Banner,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""LegalNoticeCaption"",""Operator"":""Equals"",""Expected"":""Notice and Consent Banner"",""ExpectedData"":""Notice and Consent Banner"",""RegOption"":""""}]",POLICY_TEXT,BANNER_CHECK,,,
49.11,Ensure 'Interactive logon: Smart card removal behavior' is set to 'Lock Workstation' or higher,Registry,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\ScRemoveOption,Regex,^(1|2|3)$,^(1|2|3)$,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon"",""Name"":""ScRemoveOption"",""Operator"":""Regex"",""Expected"":""^(1|2|3)$"",""ExpectedData"":""^(1|2|3)$"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
49.12,Ensure 'Microsoft network client: Digitally sign communications (always)' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\RequireSecuritySignature,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\LanmanWorkstation\\Parameters"",""Name"":""RequireSecuritySignature"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.13,Ensure 'Microsoft network client: Digitally sign communications (if server agrees)' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\EnableSecuritySignature,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\LanmanWorkstation\\Parameters"",""Name"":""EnableSecuritySignature"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.14,Ensure 'Microsoft network client: Send unencrypted password to third-party SMB servers' is set to 'Disabled',Registry,HKLM\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\EnablePlainTextPassword,Equals,0,0,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\LanmanWorkstation\\Parameters"",""Name"":""EnablePlainTextPassword"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.15,Ensure 'Microsoft network server: Digitally sign communications (always)' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Services\LanManServer\Parameters\RequireSecuritySignature,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\LanManServer\\Parameters"",""Name"":""RequireSecuritySignature"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.16,Ensure 'Microsoft network server: Digitally sign communications (if client agrees)' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Services\LanManServer\Parameters\EnableSecuritySignature,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\LanManServer\\Parameters"",""Name"":""EnableSecuritySignature"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.17,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Control\Lsa\RestrictAnonymousSAM,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa"",""Name"":""RestrictAnonymousSAM"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.18,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts and shares' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Control\Lsa\RestrictAnonymous,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa"",""Name"":""RestrictAnonymous"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.19,Ensure 'Network access: Restrict anonymous access to Named Pipes and Shares' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Services\LanManServer\Parameters\RestrictNullSessAccess,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Services\\LanManServer\\Parameters"",""Name"":""RestrictNullSessAccess"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.20,Ensure 'Network access: Restrict clients allowed to make remote calls to SAM' is set to 'Administrators: Remote Access: Allow',Registry,HKLM\SYSTEM\CurrentControlSet\Control\Lsa\restrictremotesam,Equals,O:BAG:BAD:(A;;RC;;;BA),O:BAG:BAD:(A;;RC;;;BA),,"[{""Path"":""HKLM\\SYSTEM\\CurrentControlSet\\Control\\Lsa"",""Name"":""restrictremotesam"",""Operator"":""Equals"",""Expected"":""O:BAG:BAD:(A;;RC;;;BA)"",""ExpectedData"":""O:BAG:BAD:(A;;RC;;;BA)"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.21,Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Allow',Registry,HKLM\System\CurrentControlSet\Control\Lsa\UseMachineId,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa"",""Name"":""UseMachineId"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.22,Ensure 'Network Security: Allow PKU2U authentication requests' is set to 'Block',Registry,HKLM\System\CurrentControlSet\Control\Lsa\pku2u\AllowOnlineID,Equals,0,0,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa\\pku2u"",""Name"":""AllowOnlineID"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.23,Ensure 'Network security: Do not store LAN Manager hash value on next password change' is set to 'Enabled',Registry,HKLM\System\CurrentControlSet\Control\Lsa\NoLMHash,Equals,1,1,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa"",""Name"":""NoLMHash"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.24,Ensure 'Network security: LAN Manager authentication level' is set to 'Send LM and NTLMv2 responses only. Refuse LM and NTLM',Registry,HKLM\System\CurrentControlSet\Control\Lsa\LMCompatibilityLevel,Equals,5,5,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa"",""Name"":""LMCompatibilityLevel"",""Operator"":""Equals"",""Expected"":""5"",""ExpectedData"":""5"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.25,Ensure 'Network Security Minimum Session Security For NTLMSSP Based Clients' is set to 'Require NTLM and 128-bit encryption',Registry,HKLM\System\CurrentControlSet\Control\Lsa\MSV1_0\NTLMMinClientSec,Equals,537395200,537395200,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa\\MSV1_0"",""Name"":""NTLMMinClientSec"",""Operator"":""Equals"",""Expected"":""537395200"",""ExpectedData"":""537395200"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.26,Ensure 'Network Security Minimum Session Security For NTLMSSP Based Servers' is set to 'Require NTLM and 128-bit encryption',Registry,HKLM\System\CurrentControlSet\Control\Lsa\MSV1_0\NTLMMinServerSec,Equals,537395200,537395200,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa\\MSV1_0"",""Name"":""NTLMMinServerSec"",""Operator"":""Equals"",""Expected"":""537395200"",""ExpectedData"":""537395200"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.27,Ensure 'Network security: Restrict NTLM: Audit Incoming NTLM Traffic' is set to 'Enable auditing for all accounts',Registry,HKLM\System\CurrentControlSet\Control\Lsa\MSV1_0\AuditReceivingNTLMTraffic,Equals,2,2,,"[{""Path"":""HKLM\\System\\CurrentControlSet\\Control\\Lsa\\MSV1_0"",""Name"":""AuditReceivingNTLMTraffic"",""Operator"":""Equals"",""Expected"":""2"",""ExpectedData"":""2"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.28,Ensure 'User Account Control: Behavior of the elevation prompt for administrators' is set to 'Prompt for consent on the secure desktop' or higher,Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\ConsentPromptBehaviorAdmin,In,1 OR 2,MQ==;Mg==,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""ConsentPromptBehaviorAdmin"",""Operator"":""In"",""Expected"":""1 OR 2"",""ExpectedData"":""MQ==;Mg=="",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.29,Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\ConsentPromptBehaviorUser,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""ConsentPromptBehaviorUser"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.30,Ensure 'User Account Control: Detect application installations and prompt for elevation' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableInstallerDetection,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""EnableInstallerDetection"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.31,Ensure 'User Account Control: Only elevate UIAccess applications that are installed in secure locations' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableSecureUIAPaths,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""EnableSecureUIAPaths"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.32,Ensure 'User Account Control: Use Admin Approval Mode' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\FilterAdministratorToken,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""FilterAdministratorToken"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.33,Ensure 'User Account Control: Switch to the secure desktop when prompting for elevation' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\PromptOnSecureDesktop,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""PromptOnSecureDesktop"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.34,Ensure 'User Account Control: Run all administrators in Admin Approval Mode' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableLUA,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""EnableLUA"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
49.35,Ensure 'User Account Control: Virtualize file and registry write failures to per-user locations' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableVirtualization,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""EnableVirtualization"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
50.1,Ensure 'Configure Lsa Protected Process is set to 'Enabled with UEFI Lock...',Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\System\RunAsPPL,Equals,1,1,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows\\System"",""Name"":""RunAsPPL"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
55.1,Ensure 'Allow apps from the Microsoft app store to auto update' is set to 'Allowed',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\ApplicationManagement\AllowAppStoreAutoUpdate,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\ApplicationManagement"",""Name"":""AllowAppStoreAutoUpdate"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\current\\device\\ApplicationManagement""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
55.2,Ensure 'Allow Game DVR' is set to 'Block',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\ApplicationManagement\AllowGameDVR,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\ApplicationManagement"",""Name"":""AllowGameDVR"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\ApplicationManagement""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
55.4,Ensure 'Block Non Admin User Install' is set to 'Allow',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\ApplicationManagement\BlockNonAdminUserInstall,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\ApplicationManagement"",""Name"":""BlockNonAdminUserInstall"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\ApplicationManagement""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
55.6,Ensure 'MSI Allow user control over installs' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\Installer\EnableUserControl,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\Installer"",""Name"":""EnableUserControl"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
55.7,Ensure 'MSI Always install with elevated privileges' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\Installer"",""Name"":""AlwaysInstallElevated"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
55.8,Ensure 'MSI Always install with elevated privileges (User)' is set to 'Disabled',Registry,HKU\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated,Equals,0,0,,"[{""Path"":""HKU\\Software\\Policies\\Microsoft\\Windows\\Installer"",""Name"":""AlwaysInstallElevated"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
68.2,Ensure 'Allow Input Personalization' is set to 'Block',Registry,HKLM\SOFTWARE\Policies\Microsoft\InputPersonalization\AllowInputPersonalization,Equals,0,0,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\InputPersonalization"",""Name"":""AllowInputPersonalization"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
68.4,Ensure 'Let Apps Activate With Voice Above Lock' is set to 'Enabled: Force Deny',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\Privacy\LetAppsActivateWithVoiceAboveLock,Equals,2,2,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\Privacy"",""Name"":""LetAppsActivateWithVoiceAboveLock"",""Operator"":""Equals"",""Expected"":""2"",""ExpectedData"":""2"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\Privacy""}]",POLICY_DWORD,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,,
